Age,Gender,Average Weight (Kg),Average Height (cm),Level of Activity,bmr,Recommended Calorie ,Recommended Total Carbohydrate(g),Recommended Carbohydrate (g),Recommended Calorie ,Recommended Total Carbohydrate(g),Meal Type,Recommended Carbohydrate (g),Menu No,Serving Size
19,2,68.95,176.5,1,1702.625,2341.109375,263.3748047,68.47744922,2423,302,1,68.4774492188,7,2.3
19,1,57.15,163,2,1334.25,2068.0875,232.6598438,60.49155938,2179,272,1,60.4915593750,1,2.0
19,1,57.15,163,2,1334.25,2068.0875,232.6598438,60.49155938,2179,272,1,60.4915593750,2,1.9
19,1,57.15,163,2,1334.25,2068.0875,232.6598438,60.49155938,2179,272,1,60.4915593750,3,2.3
19,1,57.15,163,2,1334.25,2068.0875,232.6598438,60.49155938,2179,272,1,60.4915593750,4,1.6
19,1,57.15,163,2,1334.25,2068.0875,232.6598438,60.49155938,2179,272,1,60.4915593750,5,1.5
19,1,57.15,163,2,1334.25,2068.0875,232.6598438,60.49155938,2179,272,1,60.4915593750,6,2.4
19,1,57.15,163,2,1334.25,2068.0875,232.6598438,60.49155938,2179,272,1,60.4915593750,7,2.0
19,2,68.95,176.5,2,1702.625,2639.06875,296.8952344,77.19276094,2731,341,1,77.1927609375,1,2.6
19,2,68.95,176.5,2,1702.625,2639.06875,296.8952344,77.19276094,2731,341,1,77.1927609375,2,2.4
19,2,68.95,176.5,2,1702.625,2639.06875,296.8952344,77.19276094,2731,341,1,77.1927609375,3,3.0
19,2,68.95,176.5,2,1702.625,2639.06875,296.8952344,77.19276094,2731,341,1,77.1927609375,4,2.0
19,2,68.95,176.5,2,1702.625,2639.06875,296.8952344,77.19276094,2731,341,1,77.1927609375,5,1.9
19,2,68.95,176.5,2,1702.625,2639.06875,296.8952344,77.19276094,2731,341,1,77.1927609375,6,3.1
19,2,68.95,176.5,2,1702.625,2639.06875,296.8952344,77.19276094,2731,341,1,77.1927609375,7,2.6
19,1,57.15,163,3 ,1334.25,2301.58125,258.9278906,67.32125156,2461,307,1,67.3212515625,1,2.2
19,1,57.15,163,3 ,1334.25,2301.58125,258.9278906,67.32125156,2461,307,1,67.3212515625,2,2.1
19,1,57.15,163,3 ,1334.25,2301.58125,258.9278906,67.32125156,2461,307,1,67.3212515625,3,2.6
19,1,57.15,163,3 ,1334.25,2301.58125,258.9278906,67.32125156,2461,307,1,67.3212515625,4,1.8
19,1,57.15,163,3 ,1334.25,2301.58125,258.9278906,67.32125156,2461,307,1,67.3212515625,5,1.6
19,1,57.15,163,3 ,1334.25,2301.58125,258.9278906,67.32125156,2461,307,1,67.3212515625,6,2.7
19,1,57.15,163,3 ,1334.25,2301.58125,258.9278906,67.32125156,2461,307,1,67.3212515625,7,2.2
19,2,68.95,176.5,3 ,1702.625,2937.028125,330.4156641,85.90807266,3084,385,1,85.9080726563,1,2.9
19,2,68.95,176.5,3 ,1702.625,2937.028125,330.4156641,85.90807266,3084,385,1,85.9080726563,2,2.7
19,2,68.95,176.5,3 ,1702.625,2937.028125,330.4156641,85.90807266,3084,385,1,85.9080726563,3,3.3
19,2,68.95,176.5,3 ,1702.625,2937.028125,330.4156641,85.90807266,3084,385,1,85.9080726563,4,2.3
19,2,68.95,176.5,3 ,1702.625,2937.028125,330.4156641,85.90807266,3084,385,1,85.9080726563,5,2.1
19,2,68.95,176.5,3 ,1702.625,2937.028125,330.4156641,85.90807266,3084,385,1,85.9080726563,6,3.4
19,2,68.95,176.5,3 ,1702.625,2937.028125,330.4156641,85.90807266,3084,385,1,85.9080726563,7,2.9
20,1,58.06,163.3,1,1340.225,1842.809375,207.3160547,53.90217422,1940,242,1,53.9021742188,1,1.8
20,1,58.06,163.3,1,1340.225,1842.809375,207.3160547,53.90217422,1940,242,1,53.9021742188,2,1.7
20,1,58.06,163.3,1,1340.225,1842.809375,207.3160547,53.90217422,1940,242,1,53.9021742188,3,2.1
20,1,58.06,163.3,1,1340.225,1842.809375,207.3160547,53.90217422,1940,242,1,53.9021742188,4,1.4
20,1,58.06,163.3,1,1340.225,1842.809375,207.3160547,53.90217422,1940,242,1,53.9021742188,5,1.3
20,1,58.06,163.3,1,1340.225,1842.809375,207.3160547,53.90217422,1940,242,1,53.9021742188,6,2.2
20,1,58.06,163.3,1,1340.225,1842.809375,207.3160547,53.90217422,1940,242,1,53.9021742188,7,1.8
20,2,70.3,177,1,1714.25,2357.09375,265.1730469,68.94499219,2439,304,1,68.9449921875,1,2.3
20,2,70.3,177,1,1714.25,2357.09375,265.1730469,68.94499219,2439,304,1,68.9449921875,2,2.2
20,2,70.3,177,1,1714.25,2357.09375,265.1730469,68.94499219,2439,304,1,68.9449921875,3,2.7
20,2,70.3,177,1,1714.25,2357.09375,265.1730469,68.94499219,2439,304,1,68.9449921875,4,1.8
20,2,70.3,177,1,1714.25,2357.09375,265.1730469,68.94499219,2439,304,1,68.9449921875,5,1.7
20,2,70.3,177,1,1714.25,2357.09375,265.1730469,68.94499219,2439,304,1,68.9449921875,6,2.8
20,2,70.3,177,1,1714.25,2357.09375,265.1730469,68.94499219,2439,304,1,68.9449921875,7,2.3
20,1,58.06,163.3,2,1340.225,2077.34875,233.7017344,60.76245094,2187,273,1,60.7624509375,1,2.0
20,1,58.06,163.3,2,1340.225,2077.34875,233.7017344,60.76245094,2187,273,1,60.7624509375,2,1.9
20,1,58.06,163.3,2,1340.225,2077.34875,233.7017344,60.76245094,2187,273,1,60.7624509375,3,2.3
20,1,58.06,163.3,2,1340.225,2077.34875,233.7017344,60.76245094,2187,273,1,60.7624509375,4,1.6
20,1,58.06,163.3,2,1340.225,2077.34875,233.7017344,60.76245094,2187,273,1,60.7624509375,5,1.5
20,1,58.06,163.3,2,1340.225,2077.34875,233.7017344,60.76245094,2187,273,1,60.7624509375,6,2.4
20,1,58.06,163.3,2,1340.225,2077.34875,233.7017344,60.76245094,2187,273,1,60.7624509375,7,2.0
20,2,70.3,177,2,1714.25,2657.0875,298.9223438,77.71980938,2750,343,1,77.7198093750,1,2.6
20,2,70.3,177,2,1714.25,2657.0875,298.9223438,77.71980938,2750,343,1,77.7198093750,2,2.4
20,2,70.3,177,2,1714.25,2657.0875,298.9223438,77.71980938,2750,343,1,77.7198093750,3,3.0
20,2,70.3,177,2,1714.25,2657.0875,298.9223438,77.71980938,2750,343,1,77.7198093750,4,2.0
20,2,70.3,177,2,1714.25,2657.0875,298.9223438,77.71980938,2750,343,1,77.7198093750,5,1.9
20,2,70.3,177,2,1714.25,2657.0875,298.9223438,77.71980938,2750,343,1,77.7198093750,6,3.1
20,2,70.3,177,2,1714.25,2657.0875,298.9223438,77.71980938,2750,343,1,77.7198093750,7,2.6
20,1,58.06,163.3,3 ,1340.225,2311.888125,260.0874141,67.62272766,2469,308,1,67.6227276563,1,2.3
20,1,58.06,163.3,3 ,1340.225,2311.888125,260.0874141,67.62272766,2469,308,1,67.6227276563,2,2.1
20,1,58.06,163.3,3 ,1340.225,2311.888125,260.0874141,67.62272766,2469,308,1,67.6227276563,3,2.6
20,1,58.06,163.3,3 ,1340.225,2311.888125,260.0874141,67.62272766,2469,308,1,67.6227276563,4,1.8
20,1,58.06,163.3,3 ,1340.225,2311.888125,260.0874141,67.62272766,2469,308,1,67.6227276563,5,1.6
20,1,58.06,163.3,3 ,1340.225,2311.888125,260.0874141,67.62272766,2469,308,1,67.6227276563,6,2.7
20,1,58.06,163.3,3 ,1340.225,2311.888125,260.0874141,67.62272766,2469,308,1,67.6227276563,7,2.3
20,2,70.3,177,3 ,1714.25,2957.08125,332.6716406,86.49462656,3105,388,1,86.4946265625,1,2.9
20,2,70.3,177,3 ,1714.25,2957.08125,332.6716406,86.49462656,3105,388,1,86.4946265625,2,2.7
20,2,70.3,177,3 ,1714.25,2957.08125,332.6716406,86.49462656,3105,388,1,86.4946265625,3,3.3
20,2,70.3,177,3 ,1714.25,2957.08125,332.6716406,86.49462656,3105,388,1,86.4946265625,4,2.3
20,2,70.3,177,3 ,1714.25,2957.08125,332.6716406,86.49462656,3105,388,1,86.4946265625,5,2.1
20,2,70.3,177,3 ,1714.25,2957.08125,332.6716406,86.49462656,3105,388,1,86.4946265625,6,3.5
20,2,70.3,177,3 ,1714.25,2957.08125,332.6716406,86.49462656,3105,388,1,86.4946265625,7,2.9
2,1,12.02,85.5,1,483.575,664.915625,74.80300781,3.740150391,820 ,108,2,3.7401503906,8,0.3
2,1,12.02,85.5,1,483.575,664.915625,74.80300781,3.740150391,820 ,108,2,3.7401503906,9,0.2
2,1,12.02,85.5,1,483.575,664.915625,74.80300781,3.740150391,820 ,108,2,3.7401503906,10,0.3
2,1,12.02,85.5,1,483.575,664.915625,74.80300781,3.740150391,820 ,108,2,3.7401503906,11,0.4
2,1,12.02,85.5,1,483.575,664.915625,74.80300781,3.740150391,820 ,108,2,3.7401503906,12,0.1
2,1,12.02,85.5,1,483.575,664.915625,74.80300781,3.740150391,820 ,108,2,3.7401503906,13,0.3
2,1,12.02,85.5,1,483.575,664.915625,74.80300781,3.740150391,820 ,108,2,3.7401503906,14,0.1
2,2,12.47,86.8,1,662.2,910.525,102.4340625,5.121703125,1137 ,149,2,5.1217031250,8,0.4
2,2,12.47,86.8,1,662.2,910.525,102.4340625,5.121703125,1137 ,149,2,5.1217031250,9,0.3
2,2,12.47,86.8,1,662.2,910.525,102.4340625,5.121703125,1137 ,149,2,5.1217031250,10,0.5
2,2,12.47,86.8,1,662.2,910.525,102.4340625,5.121703125,1137 ,149,2,5.1217031250,11,0.6
2,2,12.47,86.8,1,662.2,910.525,102.4340625,5.121703125,1137 ,149,2,5.1217031250,12,0.2
2,2,12.47,86.8,1,662.2,910.525,102.4340625,5.121703125,1137 ,149,2,5.1217031250,13,0.4
2,2,12.47,86.8,1,662.2,910.525,102.4340625,5.121703125,1137 ,149,2,5.1217031250,14,0.2
2,1,12.02,85.5,2,483.575,749.54125,84.32339063,4.216169531,925,122,2,4.2161695313,8,0.4
2,1,12.02,85.5,2,483.575,749.54125,84.32339063,4.216169531,925,122,2,4.2161695313,9,0.2
2,1,12.02,85.5,2,483.575,749.54125,84.32339063,4.216169531,925,122,2,4.2161695313,10,0.4
2,1,12.02,85.5,2,483.575,749.54125,84.32339063,4.216169531,925,122,2,4.2161695313,11,0.5
2,1,12.02,85.5,2,483.575,749.54125,84.32339063,4.216169531,925,122,2,4.2161695313,12,0.1
2,1,12.02,85.5,2,483.575,749.54125,84.32339063,4.216169531,925,122,2,4.2161695313,13,0.4
2,1,12.02,85.5,2,483.575,749.54125,84.32339063,4.216169531,925,122,2,4.2161695313,14,0.2
2,2,12.47,86.8,2,662.2,1026.41,115.471125,5.77355625,1283 ,168,2,5.7735562500,8,0.5
2,2,12.47,86.8,2,662.2,1026.41,115.471125,5.77355625,1283 ,168,2,5.7735562500,9,0.3
2,2,12.47,86.8,2,662.2,1026.41,115.471125,5.77355625,1283 ,168,2,5.7735562500,10,0.5
2,2,12.47,86.8,2,662.2,1026.41,115.471125,5.77355625,1283 ,168,2,5.7735562500,11,0.6
2,2,12.47,86.8,2,662.2,1026.41,115.471125,5.77355625,1283 ,168,2,5.7735562500,12,0.2
2,2,12.47,86.8,2,662.2,1026.41,115.471125,5.77355625,1283 ,168,2,5.7735562500,13,0.5
2,2,12.47,86.8,2,662.2,1026.41,115.471125,5.77355625,1283 ,168,2,5.7735562500,14,0.2
2,1,12.02,85.5,3 ,483.575,834.166875,93.84377344,4.692188672,1057 ,139,2,4.6921886719,8,0.4
2,1,12.02,85.5,3 ,483.575,834.166875,93.84377344,4.692188672,1057 ,139,2,4.6921886719,9,0.2
2,1,12.02,85.5,3 ,483.575,834.166875,93.84377344,4.692188672,1057 ,139,2,4.6921886719,10,0.4
2,1,12.02,85.5,3 ,483.575,834.166875,93.84377344,4.692188672,1057 ,139,2,4.6921886719,11,0.5
2,1,12.02,85.5,3 ,483.575,834.166875,93.84377344,4.692188672,1057 ,139,2,4.6921886719,12,0.2
2,1,12.02,85.5,3 ,483.575,834.166875,93.84377344,4.692188672,1057 ,139,2,4.6921886719,13,0.4
2,1,12.02,85.5,3 ,483.575,834.166875,93.84377344,4.692188672,1057 ,139,2,4.6921886719,14,0.2
2,2,12.47,86.8,3 ,662.2,1142.295,128.5081875,6.425409375,1467 ,193,2,6.4254093750,8,0.5
2,2,12.47,86.8,3 ,662.2,1142.295,128.5081875,6.425409375,1467 ,193,2,6.4254093750,9,0.3
2,2,12.47,86.8,3 ,662.2,1142.295,128.5081875,6.425409375,1467 ,193,2,6.4254093750,10,0.6
2,2,12.47,86.8,3 ,662.2,1142.295,128.5081875,6.425409375,1467 ,193,2,6.4254093750,11,0.7
2,2,12.47,86.8,3 ,662.2,1142.295,128.5081875,6.425409375,1467 ,193,2,6.4254093750,12,0.2
2,2,12.47,86.8,3 ,662.2,1142.295,128.5081875,6.425409375,1467 ,193,2,6.4254093750,13,0.5
2,2,12.47,86.8,3 ,662.2,1142.295,128.5081875,6.425409375,1467 ,193,2,6.4254093750,14,0.2
3,1,14.29,94,1,554.4,762.3,85.75875,4.2879375,896 ,118,2,4.2879375000,8,0.4
3,1,14.29,94,1,554.4,762.3,85.75875,4.2879375,896 ,118,2,4.2879375000,9,0.2
3,1,14.29,94,1,554.4,762.3,85.75875,4.2879375,896 ,118,2,4.2879375000,10,0.4
3,1,14.29,94,1,554.4,762.3,85.75875,4.2879375,896 ,118,2,4.2879375000,11,0.5
3,1,14.29,94,1,554.4,762.3,85.75875,4.2879375,896 ,118,2,4.2879375000,12,0.1
3,1,14.29,94,1,554.4,762.3,85.75875,4.2879375,896 ,118,2,4.2879375000,13,0.4
3,1,14.29,94,1,554.4,762.3,85.75875,4.2879375,896 ,118,2,4.2879375000,14,0.2
3,2,14.06,95.2,1,725.6,997.7,112.24125,5.6120625,1175,154,2,5.6120625000,8,0.5
3,2,14.06,95.2,1,725.6,997.7,112.24125,5.6120625,1175,154,2,5.6120625000,9,0.3
3,2,14.06,95.2,1,725.6,997.7,112.24125,5.6120625,1175,154,2,5.6120625000,10,0.5
3,2,14.06,95.2,1,725.6,997.7,112.24125,5.6120625,1175,154,2,5.6120625000,11,0.6
3,2,14.06,95.2,1,725.6,997.7,112.24125,5.6120625,1175,154,2,5.6120625000,12,0.2
3,2,14.06,95.2,1,725.6,997.7,112.24125,5.6120625,1175,154,2,5.6120625000,13,0.5
3,2,14.06,95.2,1,725.6,997.7,112.24125,5.6120625,1175,154,2,5.6120625000,14,0.2
3,1,14.29,94,2,554.4,859.32,96.6735,4.833675,1012,133,2,4.8336750000,8,0.4
3,1,14.29,94,2,554.4,859.32,96.6735,4.833675,1012,133,2,4.8336750000,9,0.2
3,1,14.29,94,2,554.4,859.32,96.6735,4.833675,1012,133,2,4.8336750000,10,0.4
3,1,14.29,94,2,554.4,859.32,96.6735,4.833675,1012,133,2,4.8336750000,11,0.5
3,1,14.29,94,2,554.4,859.32,96.6735,4.833675,1012,133,2,4.8336750000,12,0.2
3,1,14.29,94,2,554.4,859.32,96.6735,4.833675,1012,133,2,4.8336750000,13,0.4
3,1,14.29,94,2,554.4,859.32,96.6735,4.833675,1012,133,2,4.8336750000,14,0.2
3,2,14.06,95.2,2,725.6,1124.68,126.5265,6.326325,1327,174,2,6.3263250000,8,0.5
3,2,14.06,95.2,2,725.6,1124.68,126.5265,6.326325,1327,174,2,6.3263250000,9,0.3
3,2,14.06,95.2,2,725.6,1124.68,126.5265,6.326325,1327,174,2,6.3263250000,10,0.6
3,2,14.06,95.2,2,725.6,1124.68,126.5265,6.326325,1327,174,2,6.3263250000,11,0.7
3,2,14.06,95.2,2,725.6,1124.68,126.5265,6.326325,1327,174,2,6.3263250000,12,0.2
3,2,14.06,95.2,2,725.6,1124.68,126.5265,6.326325,1327,174,2,6.3263250000,13,0.5
3,2,14.06,95.2,2,725.6,1124.68,126.5265,6.326325,1327,174,2,6.3263250000,14,0.2
3,1,14.29,94,3 ,554.4,956.34,107.58825,5.3794125,1156 ,152,2,5.3794125000,8,0.4
3,1,14.29,94,3 ,554.4,956.34,107.58825,5.3794125,1156 ,152,2,5.3794125000,9,0.3
3,1,14.29,94,3 ,554.4,956.34,107.58825,5.3794125,1156 ,152,2,5.3794125000,10,0.5
3,1,14.29,94,3 ,554.4,956.34,107.58825,5.3794125,1156 ,152,2,5.3794125000,11,0.6
3,1,14.29,94,3 ,554.4,956.34,107.58825,5.3794125,1156 ,152,2,5.3794125000,12,0.2
3,1,14.29,94,3 ,554.4,956.34,107.58825,5.3794125,1156 ,152,2,5.3794125000,13,0.4
3,1,14.29,94,3 ,554.4,956.34,107.58825,5.3794125,1156 ,152,2,5.3794125000,14,0.2
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,7.0405875,1516 ,199,2,7.0405875000,8,0.6
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,7.0405875,1516 ,199,2,7.0405875000,9,0.4
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,7.0405875,1516 ,199,2,7.0405875000,10,0.6
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,7.0405875,1516 ,199,2,7.0405875000,11,0.8
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,7.0405875,1516 ,199,2,7.0405875000,12,0.2
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,7.0405875,1516 ,199,2,7.0405875000,13,0.6
3,2,14.06,95.2,3 ,725.6,1251.66,140.81175,7.0405875,1516 ,199,2,7.0405875000,14,0.3
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,6.497687109,966 ,127,2,6.4976871094,8,0.5
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,6.497687109,966 ,127,2,6.4976871094,9,0.3
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,6.497687109,966 ,127,2,6.4976871094,10,0.6
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,6.497687109,966 ,127,2,6.4976871094,11,0.7
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,6.497687109,966 ,127,2,6.4976871094,12,0.2
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,6.497687109,966 ,127,2,6.4976871094,13,0.5
4,1,15.42,100.3,1,600.075,825.103125,92.82410156,6.497687109,966 ,127,2,6.4976871094,14,0.2
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,8.529043359,1195 ,157,2,8.5290433594,8,0.7
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,8.529043359,1195 ,157,2,8.5290433594,9,0.4
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,8.529043359,1195 ,157,2,8.5290433594,10,0.8
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,8.529043359,1195 ,157,2,8.5290433594,11,0.9
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,8.529043359,1195 ,157,2,8.5290433594,12,0.3
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,8.529043359,1195 ,157,2,8.5290433594,13,0.7
4,2,16.33,102.3,1,787.675,1083.053125,121.8434766,8.529043359,1195 ,157,2,8.5290433594,14,0.3
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,7.324665469,1091 ,144,2,7.3246654688,8,0.6
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,7.324665469,1091 ,144,2,7.3246654688,9,0.4
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,7.324665469,1091 ,144,2,7.3246654688,10,0.7
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,7.324665469,1091 ,144,2,7.3246654688,11,0.8
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,7.324665469,1091 ,144,2,7.3246654688,12,0.2
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,7.324665469,1091 ,144,2,7.3246654688,13,0.6
4,1,15.42,100.3,2,600.075,930.11625,104.6380781,7.324665469,1091 ,144,2,7.3246654688,14,0.3
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,9.614557969,1349 ,177,2,9.6145579688,8,0.8
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,9.614557969,1349 ,177,2,9.6145579688,9,0.5
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,9.614557969,1349 ,177,2,9.6145579688,10,0.9
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,9.614557969,1349 ,177,2,9.6145579688,11,1.1
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,9.614557969,1349 ,177,2,9.6145579688,12,0.3
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,9.614557969,1349 ,177,2,9.6145579688,13,0.8
4,2,16.33,102.3,2,787.675,1220.89625,137.3508281,9.614557969,1349 ,177,2,9.6145579688,14,0.4
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,8.151643828,1246 ,164,2,8.1516438281,8,0.7
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,8.151643828,1246 ,164,2,8.1516438281,9,0.4
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,8.151643828,1246 ,164,2,8.1516438281,10,0.7
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,8.151643828,1246 ,164,2,8.1516438281,11,0.9
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,8.151643828,1246 ,164,2,8.1516438281,12,0.3
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,8.151643828,1246 ,164,2,8.1516438281,13,0.7
4,1,15.42,100.3,3 ,600.075,1035.129375,116.4520547,8.151643828,1246 ,164,2,8.1516438281,14,0.3
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,10.70007258,1541,202,2,10.7000725781,8,0.9
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,10.70007258,1541,202,2,10.7000725781,9,0.5
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,10.70007258,1541,202,2,10.7000725781,10,1.0
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,10.70007258,1541,202,2,10.7000725781,11,1.2
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,10.70007258,1541,202,2,10.7000725781,12,0.4
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,10.70007258,1541,202,2,10.7000725781,13,0.9
4,2,16.33,102.3,3 ,787.675,1358.739375,152.8581797,10.70007258,1541,202,2,10.7000725781,14,0.4
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,7.228585547,1036 ,136,2,7.2285855469,8,0.6
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,7.228585547,1036 ,136,2,7.2285855469,9,0.4
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,7.228585547,1036 ,136,2,7.2285855469,10,0.7
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,7.228585547,1036 ,136,2,7.2285855469,11,0.8
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,7.228585547,1036 ,136,2,7.2285855469,12,0.2
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,7.228585547,1036 ,136,2,7.2285855469,13,0.6
5,1,17.92,107.9,1,667.575,917.915625,103.2655078,7.228585547,1036 ,136,2,7.2285855469,14,0.3
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,9.162759375,1242 ,163,2,9.1627593750,8,0.8
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,9.162759375,1242 ,163,2,9.1627593750,9,0.5
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,9.162759375,1242 ,163,2,9.1627593750,10,0.8
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,9.162759375,1242 ,163,2,9.1627593750,11,1.0
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,9.162759375,1242 ,163,2,9.1627593750,12,0.3
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,9.162759375,1242 ,163,2,9.1627593750,13,0.8
5,2,18.37,109.2,1,846.2,1163.525,130.8965625,9.162759375,1242 ,163,2,9.1627593750,14,0.3
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,8.148587344,1170 ,154,2,8.1485873438,8,0.7
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,8.148587344,1170 ,154,2,8.1485873438,9,0.4
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,8.148587344,1170 ,154,2,8.1485873438,10,0.7
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,8.148587344,1170 ,154,2,8.1485873438,11,0.9
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,8.148587344,1170 ,154,2,8.1485873438,12,0.3
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,8.148587344,1170 ,154,2,8.1485873438,13,0.7
5,1,17.92,107.9,2,667.575,1034.74125,116.4083906,8.148587344,1170 ,154,2,8.1485873438,14,0.3
5,2,18.37,109.2,2,846.2,1311.61,147.556125,10.32892875,1403 ,184,2,10.3289287500,8,0.9
5,2,18.37,109.2,2,846.2,1311.61,147.556125,10.32892875,1403 ,184,2,10.3289287500,9,0.5
5,2,18.37,109.2,2,846.2,1311.61,147.556125,10.32892875,1403 ,184,2,10.3289287500,10,0.9
5,2,18.37,109.2,2,846.2,1311.61,147.556125,10.32892875,1403 ,184,2,10.3289287500,11,1.1
5,2,18.37,109.2,2,846.2,1311.61,147.556125,10.32892875,1403 ,184,2,10.3289287500,12,0.3
5,2,18.37,109.2,2,846.2,1311.61,147.556125,10.32892875,1403 ,184,2,10.3289287500,13,0.9
5,2,18.37,109.2,2,846.2,1311.61,147.556125,10.32892875,1403 ,184,2,10.3289287500,14,0.4
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,9.068589141,1337 ,176,2,9.0685891406,8,0.8
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,9.068589141,1337 ,176,2,9.0685891406,9,0.5
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,9.068589141,1337 ,176,2,9.0685891406,10,0.8
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,9.068589141,1337 ,176,2,9.0685891406,11,1.0
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,9.068589141,1337 ,176,2,9.0685891406,12,0.3
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,9.068589141,1337 ,176,2,9.0685891406,13,0.8
5,1,17.92,107.9,3 ,667.575,1151.566875,129.5512734,9.068589141,1337 ,176,2,9.0685891406,14,0.3
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,11.49509813,1603 ,210,2,11.4950981250,8,1.0
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,11.49509813,1603 ,210,2,11.4950981250,9,0.6
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,11.49509813,1603 ,210,2,11.4950981250,10,1.0
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,11.49509813,1603 ,210,2,11.4950981250,11,1.3
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,11.49509813,1603 ,210,2,11.4950981250,12,0.4
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,11.49509813,1603 ,210,2,11.4950981250,13,1.0
5,2,18.37,109.2,3 ,846.2,1459.695,164.2156875,11.49509813,1603 ,210,2,11.4950981250,14,0.4
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,7.909674609,1123 ,148,2,7.9096746094,8,0.7
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,7.909674609,1123 ,148,2,7.9096746094,9,0.4
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,7.909674609,1123 ,148,2,7.9096746094,10,0.7
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,7.909674609,1123 ,148,2,7.9096746094,11,0.9
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,7.909674609,1123 ,148,2,7.9096746094,12,0.3
6,1,19.96,115.5,1,730.475,1004.403125,112.9953516,7.909674609,1123 ,148,2,7.9096746094,13,0.7
