Age,Gender,Average Weight (Kg),Average Height (cm),Level of Activity,bmr,Meal Type,Menu No,Recommended Calorie ,Recommended Total Carbohydrate(g),Recommended Carbohydrate (g),Serving Size
4,1,15.42,100.3,1,600.075,2,9,825.103125,92.82410156,6.497687109,0.3
4,1,15.42,100.3,1,600.075,2,10,825.103125,92.82410156,6.497687109,0.6
4,1,15.42,100.3,1,600.075,2,11,825.103125,92.82410156,6.497687109,0.7
4,1,15.42,100.3,1,600.075,2,12,825.103125,92.82410156,6.497687109,0.2
4,1,15.42,100.3,1,600.075,2,13,825.103125,92.82410156,6.497687109,0.5
4,1,15.42,100.3,1,600.075,2,14,825.103125,92.82410156,6.497687109,0.2
4,2,16.33,102.3,1,787.675,2,8,1083.053125,121.8434766,8.529043359,0.7
4,2,16.33,102.3,1,787.675,2,9,1083.053125,121.8434766,8.529043359,0.4
4,2,16.33,102.3,1,787.675,2,10,1083.053125,121.8434766,8.529043359,0.8
4,2,16.33,102.3,1,787.675,2,11,1083.053125,121.8434766,8.529043359,0.9
4,2,16.33,102.3,1,787.675,2,12,1083.053125,121.8434766,8.529043359,0.3
4,2,16.33,102.3,1,787.675,2,13,1083.053125,121.8434766,8.529043359,0.7
4,2,16.33,102.3,1,787.675,2,14,1083.053125,121.8434766,8.529043359,0.3
4,1,15.42,100.3,2,600.075,2,8,930.11625,104.6380781,7.324665469,0.6
4,1,15.42,100.3,2,600.075,2,9,930.11625,104.6380781,7.324665469,0.4
4,1,15.42,100.3,2,600.075,2,10,930.11625,104.6380781,7.324665469,0.7
4,1,15.42,100.3,2,600.075,2,11,930.11625,104.6380781,7.324665469,0.8
4,1,15.42,100.3,2,600.075,2,12,930.11625,104.6380781,7.324665469,0.2
4,1,15.42,100.3,2,600.075,2,13,930.11625,104.6380781,7.324665469,0.6
4,1,15.42,100.3,2,600.075,2,14,930.11625,104.6380781,7.324665469,0.3
4,2,16.33,102.3,2,787.675,2,8,1220.89625,137.3508281,9.614557969,0.8
4,2,16.33,102.3,2,787.675,2,9,1220.89625,137.3508281,9.614557969,0.5
4,2,16.33,102.3,2,787.675,2,10,1220.89625,137.3508281,9.614557969,0.9
4,2,16.33,102.3,2,787.675,2,11,1220.89625,137.3508281,9.614557969,1.1
4,2,16.33,102.3,2,787.675,2,12,1220.89625,137.3508281,9.614557969,0.3
4,2,16.33,102.3,2,787.675,2,13,1220.89625,137.3508281,9.614557969,0.8
4,2,16.33,102.3,2,787.675,2,14,1220.89625,137.3508281,9.614557969,0.4
4,1,15.42,100.3,3 ,600.075,2,8,1035.129375,116.4520547,8.151643828,0.7
4,1,15.42,100.3,3 ,600.075,2,9,1035.129375,116.4520547,8.151643828,0.4
4,1,15.42,100.3,3 ,600.075,2,10,1035.129375,116.4520547,8.151643828,0.7
4,1,15.42,100.3,3 ,600.075,2,11,1035.129375,116.4520547,8.151643828,0.9
4,1,15.42,100.3,3 ,600.075,2,12,1035.129375,116.4520547,8.151643828,0.3
4,1,15.42,100.3,3 ,600.075,2,13,1035.129375,116.4520547,8.151643828,0.7
4,1,15.42,100.3,3 ,600.075,2,14,1035.129375,116.4520547,8.151643828,0.3
4,2,16.33,102.3,3 ,787.675,2,8,1358.739375,152.8581797,10.70007258,0.9
4,2,16.33,102.3,3 ,787.675,2,9,1358.739375,152.8581797,10.70007258,0.5
4,2,16.33,102.3,3 ,787.675,2,10,1358.739375,152.8581797,10.70007258,1
4,2,16.33,102.3,3 ,787.675,2,11,1358.739375,152.8581797,10.70007258,1.2
4,2,16.33,102.3,3 ,787.675,2,12,1358.739375,152.8581797,10.70007258,0.4
4,2,16.33,102.3,3 ,787.675,2,13,1358.739375,152.8581797,10.70007258,0.9
4,2,16.33,102.3,3 ,787.675,2,14,1358.739375,152.8581797,10.70007258,0.4
5,1,17.92,107.9,1,667.575,2,8,917.915625,103.2655078,7.228585547,0.6
5,1,17.92,107.9,1,667.575,2,9,917.915625,103.2655078,7.228585547,0.4
5,1,17.92,107.9,1,667.575,2,10,917.915625,103.2655078,7.228585547,0.7
5,1,17.92,107.9,1,667.575,2,11,917.915625,103.2655078,7.228585547,0.8
5,1,17.92,107.9,1,667.575,2,12,917.915625,103.2655078,7.228585547,0.2
5,1,17.92,107.9,1,667.575,2,13,917.915625,103.2655078,7.228585547,0.6
5,1,17.92,107.9,1,667.575,2,14,917.915625,103.2655078,7.228585547,0.3
5,2,18.37,109.2,1,846.2,2,8,1163.525,130.8965625,9.162759375,0.8
5,2,18.37,109.2,1,846.2,2,9,1163.525,130.8965625,9.162759375,0.5
5,2,18.37,109.2,1,846.2,2,10,1163.525,130.8965625,9.162759375,0.8
5,2,18.37,109.2,1,846.2,2,11,1163.525,130.8965625,9.162759375,1
5,2,18.37,109.2,1,846.2,2,12,1163.525,130.8965625,9.162759375,0.3
5,2,18.37,109.2,1,846.2,2,13,1163.525,130.8965625,9.162759375,0.8
5,2,18.37,109.2,1,846.2,2,14,1163.525,130.8965625,9.162759375,0.3
5,1,17.92,107.9,2,667.575,2,8,1034.74125,116.4083906,8.148587344,0.7
5,1,17.92,107.9,2,667.575,2,9,1034.74125,116.4083906,8.148587344,0.4
5,1,17.92,107.9,2,667.575,2,10,1034.74125,116.4083906,8.148587344,0.7
5,1,17.92,107.9,2,667.575,2,11,1034.74125,116.4083906,8.148587344,0.9
5,1,17.92,107.9,2,667.575,2,12,1034.74125,116.4083906,8.148587344,0.3
5,1,17.92,107.9,2,667.575,2,13,1034.74125,116.4083906,8.148587344,0.7
5,1,17.92,107.9,2,667.575,2,14,1034.74125,116.4083906,8.148587344,0.3
5,2,18.37,109.2,2,846.2,2,8,1311.61,147.556125,10.32892875,0.9
5,2,18.37,109.2,2,846.2,2,9,1311.61,147.556125,10.32892875,0.5
5,2,18.37,109.2,2,846.2,2,10,1311.61,147.556125,10.32892875,0.9
5,2,18.37,109.2,2,846.2,2,11,1311.61,147.556125,10.32892875,1.1
5,2,18.37,109.2,2,846.2,2,12,1311.61,147.556125,10.32892875,0.3
5,2,18.37,109.2,2,846.2,2,13,1311.61,147.556125,10.32892875,0.9
5,2,18.37,109.2,2,846.2,2,14,1311.61,147.556125,10.32892875,0.4
5,1,17.92,107.9,3 ,667.575,2,8,1151.566875,129.5512734,9.068589141,0.8
5,1,17.92,107.9,3 ,667.575,2,9,1151.566875,129.5512734,9.068589141,0.5
5,1,17.92,107.9,3 ,667.575,2,10,1151.566875,129.5512734,9.068589141,0.8
5,1,17.92,107.9,3 ,667.575,2,11,1151.566875,129.5512734,9.068589141,1
5,1,17.92,107.9,3 ,667.575,2,12,1151.566875,129.5512734,9.068589141,0.3
5,1,17.92,107.9,3 ,667.575,2,13,1151.566875,129.5512734,9.068589141,0.8
5,1,17.92,107.9,3 ,667.575,2,14,1151.566875,129.5512734,9.068589141,0.3
5,2,18.37,109.2,3 ,846.2,2,8,1459.695,164.2156875,11.49509813,1
5,2,18.37,109.2,3 ,846.2,2,9,1459.695,164.2156875,11.49509813,0.6
5,2,18.37,109.2,3 ,846.2,2,10,1459.695,164.2156875,11.49509813,1
5,2,18.37,109.2,3 ,846.2,2,11,1459.695,164.2156875,11.49509813,1.3
5,2,18.37,109.2,3 ,846.2,2,12,1459.695,164.2156875,11.49509813,0.4
5,2,18.37,109.2,3 ,846.2,2,13,1459.695,164.2156875,11.49509813,1
5,2,18.37,109.2,3 ,846.2,2,14,1459.695,164.2156875,11.49509813,0.4
6,1,19.96,115.5,1,730.475,2,8,1004.403125,112.9953516,7.909674609,0.7
6,1,19.96,115.5,1,730.475,2,9,1004.403125,112.9953516,7.909674609,0.4
6,1,19.96,115.5,1,730.475,2,10,1004.403125,112.9953516,7.909674609,0.7
6,1,19.96,115.5,1,730.475,2,11,1004.403125,112.9953516,7.909674609,0.9
6,1,19.96,115.5,1,730.475,2,12,1004.403125,112.9953516,7.909674609,0.3
6,1,19.96,115.5,1,730.475,2,13,1004.403125,112.9953516,7.909674609,0.7
6,1,19.96,115.5,1,730.475,2,14,1004.403125,112.9953516,7.909674609,0.3
6,2,20.64,115.5,1,903.275,2,8,1242.003125,139.7253516,9.780774609,0.8
6,2,20.64,115.5,1,903.275,2,9,1242.003125,139.7253516,9.780774609,0.5
6,2,20.64,115.5,1,903.275,2,10,1242.003125,139.7253516,9.780774609,0.9
6,2,20.64,115.5,1,903.275,2,11,1242.003125,139.7253516,9.780774609,1.1
6,2,20.64,115.5,1,903.275,2,12,1242.003125,139.7253516,9.780774609,0.3
6,2,20.64,115.5,1,903.275,2,13,1242.003125,139.7253516,9.780774609,0.8
6,2,20.64,115.5,1,903.275,2,14,1242.003125,139.7253516,9.780774609,0.4
6,1,19.96,115.5,2,730.475,2,8,1132.23625,127.3765781,8.916360469,0.7
6,1,19.96,115.5,2,730.475,2,9,1132.23625,127.3765781,8.916360469,0.4
6,1,19.96,115.5,2,730.475,2,10,1132.23625,127.3765781,8.916360469,0.8
6,1,19.96,115.5,2,730.475,2,11,1132.23625,127.3765781,8.916360469,1
6,1,19.96,115.5,2,730.475,2,12,1132.23625,127.3765781,8.916360469,0.3
6,1,19.96,115.5,2,730.475,2,13,1132.23625,127.3765781,8.916360469,0.7
6,1,19.96,115.5,2,730.475,2,14,1132.23625,127.3765781,8.916360469,0.3
6,2,20.64,115.5,2,903.275,2,8,1400.07625,157.5085781,11.02560047,0.9
6,2,20.64,115.5,2,903.275,2,9,1400.07625,157.5085781,11.02560047,0.6
6,2,20.64,115.5,2,903.275,2,10,1400.07625,157.5085781,11.02560047,1
6,2,20.64,115.5,2,903.275,2,11,1400.07625,157.5085781,11.02560047,1.2
6,2,20.64,115.5,2,903.275,2,12,1400.07625,157.5085781,11.02560047,0.4
6,2,20.64,115.5,2,903.275,2,13,1400.07625,157.5085781,11.02560047,0.9
6,2,20.64,115.5,2,903.275,2,14,1400.07625,157.5085781,11.02560047,0.4
6,1,19.96,115.5,3 ,730.475,2,8,1260.069375,141.7578047,9.923046328,0.8
6,1,19.96,115.5,3 ,730.475,2,9,1260.069375,141.7578047,9.923046328,0.5
6,1,19.96,115.5,3 ,730.475,2,10,1260.069375,141.7578047,9.923046328,0.9
6,1,19.96,115.5,3 ,730.475,2,11,1260.069375,141.7578047,9.923046328,1.1
6,1,19.96,115.5,3 ,730.475,2,12,1260.069375,141.7578047,9.923046328,0.3
6,1,19.96,115.5,3 ,730.475,2,13,1260.069375,141.7578047,9.923046328,0.8
6,1,19.96,115.5,3 ,730.475,2,14,1260.069375,141.7578047,9.923046328,0.4
6,2,20.64,115.5,3 ,903.275,2,8,1558.149375,175.2918047,12.27042633,1
6,2,20.64,115.5,3 ,903.275,2,9,1558.149375,175.2918047,12.27042633,0.6
6,2,20.64,115.5,3 ,903.275,2,10,1558.149375,175.2918047,12.27042633,1.1
6,2,20.64,115.5,3 ,903.275,2,11,1558.149375,175.2918047,12.27042633,1.4
6,2,20.64,115.5,3 ,903.275,2,12,1558.149375,175.2918047,12.27042633,0.4
6,2,20.64,115.5,3 ,903.275,2,13,1558.149375,175.2918047,12.27042633,1
6,2,20.64,115.5,3 ,903.275,2,14,1558.149375,175.2918047,12.27042633,0.5
7,1,22.45,121.1,1,785.375,2,8,1079.890625,121.4876953,8.504138672,0.7
7,1,22.45,121.1,1,785.375,2,9,1079.890625,121.4876953,8.504138672,0.4
7,1,22.45,121.1,1,785.375,2,10,1079.890625,121.4876953,8.504138672,0.8
7,1,22.45,121.1,1,785.375,2,11,1079.890625,121.4876953,8.504138672,0.9
7,1,22.45,121.1,1,785.375,2,12,1079.890625,121.4876953,8.504138672,0.3
7,1,22.45,121.1,1,785.375,2,13,1079.890625,121.4876953,8.504138672,0.7
7,1,22.45,121.1,1,785.375,2,14,1079.890625,121.4876953,8.504138672,0.3
7,2,22.9,121.9,1,960.875,2,8,1321.203125,148.6353516,10.40447461,0.9
7,2,22.9,121.9,1,960.875,2,9,1321.203125,148.6353516,10.40447461,0.5
7,2,22.9,121.9,1,960.875,2,10,1321.203125,148.6353516,10.40447461,0.9
7,2,22.9,121.9,1,960.875,2,11,1321.203125,148.6353516,10.40447461,1.2
7,2,22.9,121.9,1,960.875,2,12,1321.203125,148.6353516,10.40447461,0.3
7,2,22.9,121.9,1,960.875,2,13,1321.203125,148.6353516,10.40447461,0.9
7,2,22.9,121.9,1,960.875,2,14,1321.203125,148.6353516,10.40447461,0.4
7,1,22.45,121.1,2,785.375,2,8,1217.33125,136.9497656,9.586483594,0.8
7,1,22.45,121.1,2,785.375,2,9,1217.33125,136.9497656,9.586483594,0.5
7,1,22.45,121.1,2,785.375,2,10,1217.33125,136.9497656,9.586483594,0.9
7,1,22.45,121.1,2,785.375,2,11,1217.33125,136.9497656,9.586483594,1.1
7,1,22.45,121.1,2,785.375,2,12,1217.33125,136.9497656,9.586483594,0.3
7,1,22.45,121.1,2,785.375,2,13,1217.33125,136.9497656,9.586483594,0.8
7,1,22.45,121.1,2,785.375,2,14,1217.33125,136.9497656,9.586483594,0.4
7,2,22.9,121.9,2,960.875,2,8,1489.35625,167.5525781,11.72868047,1
7,2,22.9,121.9,2,960.875,2,9,1489.35625,167.5525781,11.72868047,0.6
7,2,22.9,121.9,2,960.875,2,10,1489.35625,167.5525781,11.72868047,1.1
7,2,22.9,121.9,2,960.875,2,11,1489.35625,167.5525781,11.72868047,1.3
7,2,22.9,121.9,2,960.875,2,12,1489.35625,167.5525781,11.72868047,0.4
7,2,22.9,121.9,2,960.875,2,13,1489.35625,167.5525781,11.72868047,1
7,2,22.9,121.9,2,960.875,2,14,1489.35625,167.5525781,11.72868047,0.4
7,1,22.45,121.1,3 ,785.375,2,8,1354.771875,152.4118359,10.66882852,0.9
7,1,22.45,121.1,3 ,785.375,2,9,1354.771875,152.4118359,10.66882852,0.5
7,1,22.45,121.1,3 ,785.375,2,10,1354.771875,152.4118359,10.66882852,1
7,1,22.45,121.1,3 ,785.375,2,11,1354.771875,152.4118359,10.66882852,1.2
7,1,22.45,121.1,3 ,785.375,2,12,1354.771875,152.4118359,10.66882852,0.4
7,1,22.45,121.1,3 ,785.375,2,13,1354.771875,152.4118359,10.66882852,0.9
7,1,22.45,121.1,3 ,785.375,2,14,1354.771875,152.4118359,10.66882852,0.4
7,2,22.9,121.9,3 ,960.875,2,8,1657.509375,186.4698047,13.05288633,1.1
7,2,22.9,121.9,3 ,960.875,2,9,1657.509375,186.4698047,13.05288633,0.7
7,2,22.9,121.9,3 ,960.875,2,10,1657.509375,186.4698047,13.05288633,1.2
7,2,22.9,121.9,3 ,960.875,2,11,1657.509375,186.4698047,13.05288633,1.5
7,2,22.9,121.9,3 ,960.875,2,12,1657.509375,186.4698047,13.05288633,0.4
7,2,22.9,121.9,3 ,960.875,2,13,1657.509375,186.4698047,13.05288633,1.1
7,2,22.9,121.9,3 ,960.875,2,14,1657.509375,186.4698047,13.05288633,0.5
8,1,25.85,128.2,1,858.75,2,8,1180.78125,132.8378906,9.298652344,0.8
8,1,25.85,128.2,1,858.75,2,9,1180.78125,132.8378906,9.298652344,0.5
8,1,25.85,128.2,1,858.75,2,10,1180.78125,132.8378906,9.298652344,0.8
8,1,25.85,128.2,1,858.75,2,11,1180.78125,132.8378906,9.298652344,1
8,1,25.85,128.2,1,858.75,2,12,1180.78125,132.8378906,9.298652344,0.3
8,1,25.85,128.2,1,858.75,2,13,1180.78125,132.8378906,9.298652344,0.8
8,1,25.85,128.2,1,858.75,2,14,1180.78125,132.8378906,9.298652344,0.3
8,2,25.63,128,1,1021.3,2,8,1404.2875,157.9823438,11.05876406,0.9
8,2,25.63,128,1,1021.3,2,9,1404.2875,157.9823438,11.05876406,0.6
8,2,25.63,128,1,1021.3,2,10,1404.2875,157.9823438,11.05876406,1
8,2,25.63,128,1,1021.3,2,11,1404.2875,157.9823438,11.05876406,1.2
8,2,25.63,128,1,1021.3,2,12,1404.2875,157.9823438,11.05876406,0.4
8,2,25.63,128,1,1021.3,2,13,1404.2875,157.9823438,11.05876406,0.9
8,2,25.63,128,1,1021.3,2,14,1404.2875,157.9823438,11.05876406,0.4
8,1,25.85,128.2,2,858.75,2,8,1331.0625,149.7445313,10.48211719,0.9
8,1,25.85,128.2,2,858.75,2,9,1331.0625,149.7445313,10.48211719,0.5
8,1,25.85,128.2,2,858.75,2,10,1331.0625,149.7445313,10.48211719,1
8,1,25.85,128.2,2,858.75,2,11,1331.0625,149.7445313,10.48211719,1.2
8,1,25.85,128.2,2,858.75,2,12,1331.0625,149.7445313,10.48211719,0.3
8,1,25.85,128.2,2,858.75,2,13,1331.0625,149.7445313,10.48211719,0.9
8,1,25.85,128.2,2,858.75,2,14,1331.0625,149.7445313,10.48211719,0.4
8,2,25.63,128,2,1021.3,2,8,1583.015,178.0891875,12.46624313,1
8,2,25.63,128,2,1021.3,2,9,1583.015,178.0891875,12.46624313,0.6
8,2,25.63,128,2,1021.3,2,10,1583.015,178.0891875,12.46624313,1.1
8,2,25.63,128,2,1021.3,2,11,1583.015,178.0891875,12.46624313,1.4
8,2,25.63,128,2,1021.3,2,12,1583.015,178.0891875,12.46624313,0.4
8,2,25.63,128,2,1021.3,2,13,1583.015,178.0891875,12.46624313,1
8,2,25.63,128,2,1021.3,2,14,1583.015,178.0891875,12.46624313,0.5
8,1,25.85,128.2,3 ,858.75,2,8,1481.34375,166.6511719,11.66558203,1
8,1,25.85,128.2,3 ,858.75,2,9,1481.34375,166.6511719,11.66558203,0.6
8,1,25.85,128.2,3 ,858.75,2,10,1481.34375,166.6511719,11.66558203,1.1
8,1,25.85,128.2,3 ,858.75,2,11,1481.34375,166.6511719,11.66558203,1.3
8,1,25.85,128.2,3 ,858.75,2,12,1481.34375,166.6511719,11.66558203,0.4
8,1,25.85,128.2,3 ,858.75,2,13,1481.34375,166.6511719,11.66558203,1
8,1,25.85,128.2,3 ,858.75,2,14,1481.34375,166.6511719,11.66558203,0.4
8,2,25.63,128,3 ,1021.3,2,8,1761.7425,198.1960313,13.87372219,1.2
8,2,25.63,128,3 ,1021.3,2,9,1761.7425,198.1960313,13.87372219,0.7
8,2,25.63,128,3 ,1021.3,2,10,1761.7425,198.1960313,13.87372219,1.3
8,2,25.63,128,3 ,1021.3,2,11,1761.7425,198.1960313,13.87372219,1.5
8,2,25.63,128,3 ,1021.3,2,12,1761.7425,198.1960313,13.87372219,0.5
8,2,25.63,128,3 ,1021.3,2,13,1761.7425,198.1960313,13.87372219,1.2
8,2,25.63,128,3 ,1021.3,2,14,1761.7425,198.1960313,13.87372219,0.5
9,1,28.12,133.3,1,908.325,2,8,1248.946875,140.5065234,11.24052188,0.9
9,1,28.12,133.3,1,908.325,2,9,1248.946875,140.5065234,11.24052188,0.6
9,1,28.12,133.3,1,908.325,2,10,1248.946875,140.5065234,11.24052188,1
9,1,28.12,133.3,1,908.325,2,11,1248.946875,140.5065234,11.24052188,1.2
9,1,28.12,133.3,1,908.325,2,12,1248.946875,140.5065234,11.24052188,0.4
9,1,28.12,133.3,1,908.325,2,13,1248.946875,140.5065234,11.24052188,0.9
9,1,28.12,133.3,1,908.325,2,14,1248.946875,140.5065234,11.24052188,0.4
9,2,28.58,133.3,1,1078.925,2,8,1483.521875,166.8962109,13.35169688,1.1
9,2,28.58,133.3,1,1078.925,2,9,1483.521875,166.8962109,13.35169688,0.7
9,2,28.58,133.3,1,1078.925,2,10,1483.521875,166.8962109,13.35169688,1.2
9,2,28.58,133.3,1,1078.925,2,11,1483.521875,166.8962109,13.35169688,1.5
9,2,28.58,133.3,1,1078.925,2,12,1483.521875,166.8962109,13.35169688,0.4
9,2,28.58,133.3,1,1078.925,2,13,1483.521875,166.8962109,13.35169688,1.1
9,2,28.58,133.3,1,1078.925,2,14,1483.521875,166.8962109,13.35169688,0.5
9,1,28.12,133.3,2,908.325,2,8,1407.90375,158.3891719,12.67113375,1.1
9,1,28.12,133.3,2,908.325,2,9,1407.90375,158.3891719,12.67113375,0.6
9,1,28.12,133.3,2,908.325,2,10,1407.90375,158.3891719,12.67113375,1.2
9,1,28.12,133.3,2,908.325,2,11,1407.90375,158.3891719,12.67113375,1.4
9,1,28.12,133.3,2,908.325,2,12,1407.90375,158.3891719,12.67113375,0.4
9,1,28.12,133.3,2,908.325,2,13,1407.90375,158.3891719,12.67113375,1.1
9,1,28.12,133.3,2,908.325,2,14,1407.90375,158.3891719,12.67113375,0.5
9,2,28.58,133.3,2,1078.925,2,8,1672.33375,188.1375469,15.05100375,1.3
9,2,28.58,133.3,2,1078.925,2,9,1672.33375,188.1375469,15.05100375,0.8
9,2,28.58,133.3,2,1078.925,2,10,1672.33375,188.1375469,15.05100375,1.4
9,2,28.58,133.3,2,1078.925,2,11,1672.33375,188.1375469,15.05100375,1.7
9,2,28.58,133.3,2,1078.925,2,12,1672.33375,188.1375469,15.05100375,0.5
9,2,28.58,133.3,2,1078.925,2,13,1672.33375,188.1375469,15.05100375,1.3
9,2,28.58,133.3,2,1078.925,2,14,1672.33375,188.1375469,15.05100375,0.6
9,1,28.12,133.3,3 ,908.325,2,8,1566.860625,176.2718203,14.10174563,1.2
9,1,28.12,133.3,3 ,908.325,2,9,1566.860625,176.2718203,14.10174563,0.7
9,1,28.12,133.3,3 ,908.325,2,10,1566.860625,176.2718203,14.10174563,1.3
9,1,28.12,133.3,3 ,908.325,2,11,1566.860625,176.2718203,14.10174563,1.6
9,1,28.12,133.3,3 ,908.325,2,12,1566.860625,176.2718203,14.10174563,0.5
9,1,28.12,133.3,3 ,908.325,2,13,1566.860625,176.2718203,14.10174563,1.2
9,1,28.12,133.3,3 ,908.325,2,14,1566.860625,176.2718203,14.10174563,0.5
9,2,28.58,133.3,3 ,1078.925,2,8,1861.145625,209.3788828,16.75031063,1.4
9,2,28.58,133.3,3 ,1078.925,2,9,1861.145625,209.3788828,16.75031063,0.8
9,2,28.58,133.3,3 ,1078.925,2,10,1861.145625,209.3788828,16.75031063,1.5
9,2,28.58,133.3,3 ,1078.925,2,11,1861.145625,209.3788828,16.75031063,1.9
9,2,28.58,133.3,3 ,1078.925,2,12,1861.145625,209.3788828,16.75031063,0.6
9,2,28.58,133.3,3 ,1078.925,2,13,1861.145625,209.3788828,16.75031063,1.4
9,2,28.58,133.3,3 ,1078.925,2,14,1861.145625,209.3788828,16.75031063,0.6
10,1,31.98,138.4,1,973.8,2,8,1338.975,150.6346875,12.050775,1
10,1,31.98,138.4,1,973.8,2,9,1338.975,150.6346875,12.050775,0.6
10,1,31.98,138.4,1,973.8,2,10,1338.975,150.6346875,12.050775,1.1
10,1,31.98,138.4,1,973.8,2,11,1338.975,150.6346875,12.050775,1.3
10,1,31.98,138.4,1,973.8,2,12,1338.975,150.6346875,12.050775,0.4
10,1,31.98,138.4,1,973.8,2,13,1338.975,150.6346875,12.050775,1
10,1,31.98,138.4,1,973.8,2,14,1338.975,150.6346875,12.050775,0.4
10,2,32,138.4,1,1140,2,8,1567.5,176.34375,14.1075,1.2
10,2,32,138.4,1,1140,2,9,1567.5,176.34375,14.1075,0.7
10,2,32,138.4,1,1140,2,10,1567.5,176.34375,14.1075,1.3
10,2,32,138.4,1,1140,2,11,1567.5,176.34375,14.1075,1.6
10,2,32,138.4,1,1140,2,12,1567.5,176.34375,14.1075,0.5
10,2,32,138.4,1,1140,2,13,1567.5,176.34375,14.1075,1.2
10,2,32,138.4,1,1140,2,14,1567.5,176.34375,14.1075,0.5
10,1,31.98,138.4,2,973.8,2,8,1509.39,169.806375,13.58451,1.1
10,1,31.98,138.4,2,973.8,2,9,1509.39,169.806375,13.58451,0.7
10,1,31.98,138.4,2,973.8,2,10,1509.39,169.806375,13.58451,1.2
10,1,31.98,138.4,2,973.8,2,11,1509.39,169.806375,13.58451,1.5
10,1,31.98,138.4,2,973.8,2,12,1509.39,169.806375,13.58451,0.5
10,1,31.98,138.4,2,973.8,2,13,1509.39,169.806375,13.58451,1.1
10,1,31.98,138.4,2,973.8,2,14,1509.39,169.806375,13.58451,0.5
10,2,32,138.4,2,1140,2,8,1767,198.7875,15.903,1.3
10,2,32,138.4,2,1140,2,9,1767,198.7875,15.903,0.8
10,2,32,138.4,2,1140,2,10,1767,198.7875,15.903,1.4
10,2,32,138.4,2,1140,2,11,1767,198.7875,15.903,1.8
10,2,32,138.4,2,1140,2,12,1767,198.7875,15.903,0.5
10,2,32,138.4,2,1140,2,13,1767,198.7875,15.903,1.3
10,2,32,138.4,2,1140,2,14,1767,198.7875,15.903,0.6
10,1,31.98,138.4,3 ,973.8,2,8,1679.805,188.9780625,15.118245,1.3
10,1,31.98,138.4,3 ,973.8,2,9,1679.805,188.9780625,15.118245,0.8
10,1,31.98,138.4,3 ,973.8,2,10,1679.805,188.9780625,15.118245,1.4
10,1,31.98,138.4,3 ,973.8,2,11,1679.805,188.9780625,15.118245,1.7
10,1,31.98,138.4,3 ,973.8,2,12,1679.805,188.9780625,15.118245,0.5
10,1,31.98,138.4,3 ,973.8,2,13,1679.805,188.9780625,15.118245,1.3
10,1,31.98,138.4,3 ,973.8,2,14,1679.805,188.9780625,15.118245,0.6
10,2,32,138.4,3 ,1140,2,8,1966.5,221.23125,17.6985,1.5
10,2,32,138.4,3 ,1140,2,9,1966.5,221.23125,17.6985,0.9
10,2,32,138.4,3 ,1140,2,10,1966.5,221.23125,17.6985,1.6
10,2,32,138.4,3 ,1140,2,11,1966.5,221.23125,17.6985,2
10,2,32,138.4,3 ,1140,2,12,1966.5,221.23125,17.6985,0.6
10,2,32,138.4,3 ,1140,2,13,1966.5,221.23125,17.6985,1.5
10,2,32,138.4,3 ,1140,2,14,1966.5,221.23125,17.6985,0.7
11,1,36.97,144,1,1053.7,2,8,1448.8375,162.9942188,13.0395375,1.1
11,1,36.97,144,1,1053.7,2,9,1448.8375,162.9942188,13.0395375,0.7
11,1,36.97,144,1,1053.7,2,10,1448.8375,162.9942188,13.0395375,1.2
11,1,36.97,144,1,1053.7,2,11,1448.8375,162.9942188,13.0395375,1.4
11,1,36.97,144,1,1053.7,2,12,1448.8375,162.9942188,13.0395375,0.4
11,1,36.97,144,1,1053.7,2,13,1448.8375,162.9942188,13.0395375,1.1
11,1,36.97,144,1,1053.7,2,14,1448.8375,162.9942188,13.0395375,0.5
11,2,35.6,143.5,1,1202.875,2,8,1653.953125,186.0697266,14.88557813,1.2
11,2,35.6,143.5,1,1202.875,2,9,1653.953125,186.0697266,14.88557813,0.7
11,2,35.6,143.5,1,1202.875,2,10,1653.953125,186.0697266,14.88557813,1.4
11,2,35.6,143.5,1,1202.875,2,11,1653.953125,186.0697266,14.88557813,1.7
11,2,35.6,143.5,1,1202.875,2,12,1653.953125,186.0697266,14.88557813,0.5
11,2,35.6,143.5,1,1202.875,2,13,1653.953125,186.0697266,14.88557813,1.2
11,2,35.6,143.5,1,1202.875,2,14,1653.953125,186.0697266,14.88557813,0.6
11,1,36.97,144,2,1053.7,2,8,1633.235,183.7389375,14.699115,1.2
11,1,36.97,144,2,1053.7,2,9,1633.235,183.7389375,14.699115,0.7
11,1,36.97,144,2,1053.7,2,10,1633.235,183.7389375,14.699115,1.3
11,1,36.97,144,2,1053.7,2,11,1633.235,183.7389375,14.699115,1.6
11,1,36.97,144,2,1053.7,2,12,1633.235,183.7389375,14.699115,0.5
11,1,36.97,144,2,1053.7,2,13,1633.235,183.7389375,14.699115,1.2
11,1,36.97,144,2,1053.7,2,14,1633.235,183.7389375,14.699115,0.5
11,2,35.6,143.5,2,1202.875,2,8,1864.45625,209.7513281,16.78010625,1.4
11,2,35.6,143.5,2,1202.875,2,9,1864.45625,209.7513281,16.78010625,0.8
11,2,35.6,143.5,2,1202.875,2,10,1864.45625,209.7513281,16.78010625,1.5
11,2,35.6,143.5,2,1202.875,2,11,1864.45625,209.7513281,16.78010625,1.9
